episode_id,policy,task_id,task_name,init_state_index,environment_seed,policy_seed,action_horizon,success,control_steps,primary_failure_code,label_source,review_status,reviewer,notes_zh,video_path,video_sha256,contact_sheet_path,contact_sheet_sha256,automatic_progress_fields_json
formal-pretrained-h50-task08-init01-legacy-batch3,pretrained,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1001,1008,50,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage6_full_spatial_benchmark/videos/task_08/episode_01.mp4,f8375253a319f349cc64865f28345c14c7d079615ea75cc13d79eb51bce13501,outputs/statistical_evaluation_v1/failure_review/contact_sheets/010_formal-pretrained-h50-task08-init01-legacy-batch3.png,feb378f296af45d2cf7c0c3fcdd8febd9a54c22a19341a45dcb4e2d3b8b22874,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 6, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h50-task08-init02-legacy-batch3,pretrained,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,1002,1008,50,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage6_full_spatial_benchmark/videos/task_08/episode_02.mp4,6c1c05a8441421d80aa0180c4262e4916eeaab33eb57fb4b4d2cb3966a142ad2,outputs/statistical_evaluation_v1/failure_review/contact_sheets/011_formal-pretrained-h50-task08-init02-legacy-batch3.png,f75772aa301895a269ca0e9e237b9a6d0ca831a0c45e6ac7a9048df0c0eb11a3,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 6, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task04-init01-legacy-batch3,pretrained,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1001,1004,25,False,280,dropped_after_grasp,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_04/episode_01.mp4,74e71f791d33236ef5be7b19483a2863a7119fb3dfa27515117aa0c0a5a0e9c9,outputs/statistical_evaluation_v1/failure_review/contact_sheets/012_formal-pretrained-h25-task04-init01-legacy-batch3.png,a2fc1f9ae5a7bed137a7bb699d6ca4029dc3f06eae3fffd0c9225544dd6eedaa,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task05-init00-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1000,1005,25,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_00.mp4,4ab3b9a3f9831a79843c020551703cb91b185c12cd92d262298d6d0ae111afed,outputs/statistical_evaluation_v1/failure_review/contact_sheets/013_formal-pretrained-h25-task05-init00-legacy-batch3.png,601dda0b707d776def9595f1a6325c784fbb10d8a3c200fa58905f3757ca8568,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task05-init01-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1001,1005,25,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_01.mp4,d459a4804b95d71da48b0c73e5510116fa86f2765fefcdb48ae401cb50f6f86d,outputs/statistical_evaluation_v1/failure_review/contact_sheets/014_formal-pretrained-h25-task05-init01-legacy-batch3.png,6eebd1efa45e76a28de5b710120c207642c23d91beb9b0a213f48d0c6293754f,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task05-init02-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,1002,1005,25,False,280,dropped_after_grasp,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_02.mp4,15a404190a34ee885e975c646586f32b9b83f98881138bbbd3d4778d4e526629,outputs/statistical_evaluation_v1/failure_review/contact_sheets/015_formal-pretrained-h25-task05-init02-legacy-batch3.png,548f8c8d41e65af745c9b7baea3b675fb7a41bdd4bab7b6202773982e154c503,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task07-init02-legacy-batch3,pretrained,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,1002,1007,25,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_07/episode_02.mp4,5a9a2bcffb97d47bd59f2ea0c9ad457eac876994b7589c9f14901cae0924fd01,outputs/statistical_evaluation_v1/failure_review/contact_sheets/016_formal-pretrained-h25-task07-init02-legacy-batch3.png,2b69713bb736a28c1ead1f3e32d9a4ba92a17aa3bc37a788913a0f5488d1bc99,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h25-task08-init02-legacy-batch3,pretrained,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,1002,1008,25,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_25/task_08/episode_02.mp4,dd13083650d2f3e244f2c2a677f725d49fabb3751b39104af744cb8433cd25cd,outputs/statistical_evaluation_v1/failure_review/contact_sheets/017_formal-pretrained-h25-task08-init02-legacy-batch3.png,231fd4167922fa7cd6b7a18c4ce9ae4b6798b597530fdab69e4d93ec3c3dabb0,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 12, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h10-task04-init01-legacy-batch3,pretrained,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1001,1004,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_10/task_04/episode_01.mp4,5f1f76e0875a4cd7778d699ae9ba3e278e6cd9e9522af1879eaa2b8ae96e7a42,outputs/statistical_evaluation_v1/failure_review/contact_sheets/018_formal-pretrained-h10-task04-init01-legacy-batch3.png,5be47ac68ccfe7c046c78c09f51c97f6f7061eb85397032c52c950e0632d06e2,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h10-task05-init00-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1000,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_00.mp4,e704f2245f4264c72a961b1873125797fdfe2cae3332e4b6ac2044582c6b855a,outputs/statistical_evaluation_v1/failure_review/contact_sheets/019_formal-pretrained-h10-task05-init00-legacy-batch3.png,611b42999d458511aca41fe15a4251f5589c3013fa35c169f5e6d236880f676a,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h10-task05-init01-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1001,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_01.mp4,22bbdca83db6fd4b4800c1aece8260561f7212f0a6ec08ae0bd7bc10e1a7c420,outputs/statistical_evaluation_v1/failure_review/contact_sheets/020_formal-pretrained-h10-task05-init01-legacy-batch3.png,19f7d7ce3210cf33ed9f67057296dccdeddbf47fdb9fca9afe351f4a8446cb46,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h10-task05-init02-legacy-batch3,pretrained,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,1002,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_02.mp4,75e602b0d0cda7f84035e7b41133489152d5f5759726e02a016dfaced1f9a3c2,outputs/statistical_evaluation_v1/failure_review/contact_sheets/021_formal-pretrained-h10-task05-init02-legacy-batch3.png,5dc28318ebd64cbbe4ce51dcf03935f18522ca49d4974e7734939ce1e1562e7e,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-pretrained-h10-task08-init02-legacy-batch3,pretrained,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,1002,1008,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage7_action_horizon_ablation/videos/horizon_10/task_08/episode_02.mp4,3192c07cd97e150ba3198ad6a7c00ca976e69361642c34ecda91e77418088557,outputs/statistical_evaluation_v1/failure_review/contact_sheets/022_formal-pretrained-h10-task08-init02-legacy-batch3.png,176a0ea3405a8041d98db64233923f22e4b5dedfbcf2b9f00a4eb6f0bf8ffa24,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task05-init00-legacy-batch3,expert_only,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1000,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_05/episode_00.mp4,436f3ba7c62504cb69eca6b0129fb7fb57986dc792b7cb71d639ef61c59ef733,outputs/statistical_evaluation_v1/failure_review/contact_sheets/023_formal-expert_only-h10-task05-init00-legacy-batch3.png,a9f75247eab874b4cb0479200d383f8a1cd474ccea46145590f275d69726fc18,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task05-init01-legacy-batch3,expert_only,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1001,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_05/episode_01.mp4,4c2ff3dcd59a1e39fbdda2c3a6850c3c62417f41ecbada95024e6a2887385e36,outputs/statistical_evaluation_v1/failure_review/contact_sheets/024_formal-expert_only-h10-task05-init01-legacy-batch3.png,aa58f61e7466689a6f43081acf51883ac8df4c55f0364c869e88533e11f6b0a7,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task05-init02-legacy-batch3,expert_only,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,1002,1005,10,False,280,approach_but_grasp_failed,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_05/episode_02.mp4,688992fca85ca397eaed71a896c2140c8e92c67517ac61b6ea79ff54118687b7,outputs/statistical_evaluation_v1/failure_review/contact_sheets/025_formal-expert_only-h10-task05-init02-legacy-batch3.png,d4d76e96a3599af4d8991ef3522f8432a6faa41ae54660720a901591857732b4,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task04-init01-legacy-batch3,expert_only,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1001,1004,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_04/episode_01.mp4,e821ff90d5f4a495e84aa83381e2873526f97e632ed3b67182a94420bee33995,outputs/statistical_evaluation_v1/failure_review/contact_sheets/026_formal-expert_only-h10-task04-init01-legacy-batch3.png,b0ea3fa6cdcf37fd7af5dbb6c750271c62dc65d19f77d8d8f5796bb9f277504c,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task07-init02-legacy-batch3,expert_only,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,1002,1007,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_07/episode_02.mp4,305badcdca2c55c85e7919bd862a14a420376d23ea9f8c3a09af26f1c111c8d1,outputs/statistical_evaluation_v1/failure_review/contact_sheets/027_formal-expert_only-h10-task07-init02-legacy-batch3.png,2a607d9c2b36e96b4e7c5e226442993d72332fc18bea2a25b68cb6a2b1b24def,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-expert_only-h10-task08-init02-legacy-batch3,expert_only,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,1002,1008,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage9_task5_finetune_eval/videos/task_08/episode_02.mp4,f6bfdf5d3adbb51f3e5ac961f40f79b4aba400fe8ab5102eebc7ebbcf2777e09,outputs/statistical_evaluation_v1/failure_review/contact_sheets/028_formal-expert_only-h10-task08-init02-legacy-batch3.png,9ec0d62ce57b6d1bbd9020f02efee91305d5c4009b6dfde5d4d6314179c02779,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-lora-h10-task05-init00-legacy-batch3,lora,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,1000,1005,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage10_task5_lora_eval/videos/task_05/episode_00.mp4,92a724026804d863df916b9f4eee85b5746303d976b7def273d23af101915058,outputs/statistical_evaluation_v1/failure_review/contact_sheets/029_formal-lora-h10-task05-init00-legacy-batch3.png,84d3955d2da9d2428b8dc46d07ae8acccd4e0096eac95fa62bd2c8c9f14a1c9f,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-lora-h10-task05-init01-legacy-batch3,lora,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1001,1005,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage10_task5_lora_eval/videos/task_05/episode_01.mp4,8366471026990d7f1582d341d3980740203e60cc815de926d287b4f192fc27b8,outputs/statistical_evaluation_v1/failure_review/contact_sheets/030_formal-lora-h10-task05-init01-legacy-batch3.png,2628fb3d652f8ec3a31ba6ac6259dbf0b2cedb10c0eb681d54301d876a5c5452,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
formal-lora-h10-task05-init02-legacy-batch3,lora,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,1002,1005,10,False,280,placed_but_not_stable_success,human_contact_sheet,confirmed,Codex visual review,,external_asset_root/stage10_task5_lora_eval/videos/task_05/episode_02.mp4,4507783c3f2c824e380cd29197474bdc617ba603bfb5da4986af9980bc66bf47,outputs/statistical_evaluation_v1/failure_review/contact_sheets/031_formal-lora-h10-task05-init02-legacy-batch3.png,74d539c4d8b49f93a83f0f6b8d20410734bf493dd0890eead2e76f084c4e59a1,"{""censored"": true, ""contact_sheet_sample_indices"": [0, 25, 51, 76, 102, 127, 153, 178, 204, 229, 255, 280], ""contact_sheet_source_frame_count"": 281, ""logical_vlm_forward_count"": 28, ""max_reward"": 0.0, ""sum_reward"": 0.0}"
