rollout_id,source_experiment,policy,horizon,benchmark_task_id,task_name,episode_index,init_state_index,seed,success,steps,trajectory_file,trajectory_slot,trajectory_sha256,render_video_file,render_video_sha256,has_actions,has_rewards,has_render_video,has_observation_state,has_dual_camera_observations,wm_v1_eligible,visual_action_only_candidate
expert_only-h10-task08-init01,stage9_task5_finetune_eval,expert_only,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1,1001,True,97,stage9_task5_finetune_eval/trajectories/task_08.npz,1,113395f5ab435b51f1a1521eff10f3c0cec0c82ab88acacd994cd059db5744b3,stage9_task5_finetune_eval/videos/task_08/episode_01.mp4,8e424a33863291cbd0e15caae07f44bcbda1b764a141118338ef10ac0e7ae4a6,True,True,True,False,False,False,True
expert_only-h10-task08-init02,stage9_task5_finetune_eval,expert_only,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,2,1002,False,280,stage9_task5_finetune_eval/trajectories/task_08.npz,2,113395f5ab435b51f1a1521eff10f3c0cec0c82ab88acacd994cd059db5744b3,stage9_task5_finetune_eval/videos/task_08/episode_02.mp4,f6bfdf5d3adbb51f3e5ac961f40f79b4aba400fe8ab5102eebc7ebbcf2777e09,True,True,True,False,False,False,True
lora_rank16-h10-task04-init00,stage10_task5_lora_eval,lora_rank16,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,1000,True,126,stage10_task5_lora_eval/trajectories/task_04.npz,0,60393cb4a231d9538946a432b434e7eb916f432938490d1eafcb96372618b837,stage10_task5_lora_eval/videos/task_04/episode_00.mp4,b200bc0d740e73c9ab361a9259a5107e78dbfbbcffb50a28234b6acb98d05552,True,True,True,False,False,False,True
lora_rank16-h10-task04-init01,stage10_task5_lora_eval,lora_rank16,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1,1001,False,280,stage10_task5_lora_eval/trajectories/task_04.npz,1,60393cb4a231d9538946a432b434e7eb916f432938490d1eafcb96372618b837,stage10_task5_lora_eval/videos/task_04/episode_01.mp4,3e2a398e7ac5f0388603bab116d0d2d8860e6f02001d36d2dd1080db2d947fa4,True,True,True,False,False,False,True
lora_rank16-h10-task04-init02,stage10_task5_lora_eval,lora_rank16,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,2,1002,True,131,stage10_task5_lora_eval/trajectories/task_04.npz,2,60393cb4a231d9538946a432b434e7eb916f432938490d1eafcb96372618b837,stage10_task5_lora_eval/videos/task_04/episode_02.mp4,736eda69cdbc1652f9279a1c0e99d59e004d0a980f5fbb65af8cbba203924551,True,True,True,False,False,False,True
lora_rank16-h10-task05-init00,stage10_task5_lora_eval,lora_rank16,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,1000,False,280,stage10_task5_lora_eval/trajectories/task_05.npz,0,5801ca65f0c81bed8992c3decaaf0ef636fee9f953f8b13eae762c9b983ac5ba,stage10_task5_lora_eval/videos/task_05/episode_00.mp4,92a724026804d863df916b9f4eee85b5746303d976b7def273d23af101915058,True,True,True,False,False,False,True
lora_rank16-h10-task05-init01,stage10_task5_lora_eval,lora_rank16,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1,1001,False,280,stage10_task5_lora_eval/trajectories/task_05.npz,1,5801ca65f0c81bed8992c3decaaf0ef636fee9f953f8b13eae762c9b983ac5ba,stage10_task5_lora_eval/videos/task_05/episode_01.mp4,8366471026990d7f1582d341d3980740203e60cc815de926d287b4f192fc27b8,True,True,True,False,False,False,True
lora_rank16-h10-task05-init02,stage10_task5_lora_eval,lora_rank16,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,2,1002,False,280,stage10_task5_lora_eval/trajectories/task_05.npz,2,5801ca65f0c81bed8992c3decaaf0ef636fee9f953f8b13eae762c9b983ac5ba,stage10_task5_lora_eval/videos/task_05/episode_02.mp4,4507783c3f2c824e380cd29197474bdc617ba603bfb5da4986af9980bc66bf47,True,True,True,False,False,False,True
lora_rank16-h10-task07-init00,stage10_task5_lora_eval,lora_rank16,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,1000,True,114,stage10_task5_lora_eval/trajectories/task_07.npz,0,1b4d6bf6a062625447509648bb184cc26e1d272f4787f44882c5024bd64f6439,stage10_task5_lora_eval/videos/task_07/episode_00.mp4,b94af87425488e62be53aec9a6ac11e118a3aae185f4dc7b3f30aa9b79d3527b,True,True,True,False,False,False,True
lora_rank16-h10-task07-init01,stage10_task5_lora_eval,lora_rank16,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,1,1001,True,115,stage10_task5_lora_eval/trajectories/task_07.npz,1,1b4d6bf6a062625447509648bb184cc26e1d272f4787f44882c5024bd64f6439,stage10_task5_lora_eval/videos/task_07/episode_01.mp4,4dec014f351b8de13c798abb902c6b6176676b21f0274fb7fed6d4ccbd98e11f,True,True,True,False,False,False,True
lora_rank16-h10-task07-init02,stage10_task5_lora_eval,lora_rank16,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,2,1002,True,126,stage10_task5_lora_eval/trajectories/task_07.npz,2,1b4d6bf6a062625447509648bb184cc26e1d272f4787f44882c5024bd64f6439,stage10_task5_lora_eval/videos/task_07/episode_02.mp4,bdfbbbc18a00863e99ce2194468575dcbd3e267c5bcffbcda6d8ed9ffa7ebe98,True,True,True,False,False,False,True
lora_rank16-h10-task08-init00,stage10_task5_lora_eval,lora_rank16,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,1000,True,91,stage10_task5_lora_eval/trajectories/task_08.npz,0,39fbffc8a2c2d7ef5a546b5ec6b241d2ea461974b176d31cd7f8d3c5410d6c4c,stage10_task5_lora_eval/videos/task_08/episode_00.mp4,62bf98cf168d18dcbcbd502fc6259c5fd949d53073bc9626d212501b6a3c6a95,True,True,True,False,False,False,True
lora_rank16-h10-task08-init01,stage10_task5_lora_eval,lora_rank16,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1,1001,True,95,stage10_task5_lora_eval/trajectories/task_08.npz,1,39fbffc8a2c2d7ef5a546b5ec6b241d2ea461974b176d31cd7f8d3c5410d6c4c,stage10_task5_lora_eval/videos/task_08/episode_01.mp4,970423ab18f1d11947fff05230a8c15c8c1c6effa6218d60b36aea992c27a45a,True,True,True,False,False,False,True
lora_rank16-h10-task08-init02,stage10_task5_lora_eval,lora_rank16,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,2,1002,False,280,stage10_task5_lora_eval/trajectories/task_08.npz,2,39fbffc8a2c2d7ef5a546b5ec6b241d2ea461974b176d31cd7f8d3c5410d6c4c,stage10_task5_lora_eval/videos/task_08/episode_02.mp4,9bfadb7a014c55031979e06f9406935691151a26fbb349c7af9618ccb4e91fef,True,True,True,False,False,False,True
pretrained-h10-task04-init00,stage7_action_horizon_ablation,pretrained,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,1000,True,127,stage7_action_horizon_ablation/trajectories/horizon_10/task_04.npz,0,fb686b370317b89c8eb7741896ef78c788704106719c08c2a3b09c7529ad6071,stage7_action_horizon_ablation/videos/horizon_10/task_04/episode_00.mp4,0dcb6422cb30533007cee64ef457348192a27a9fbe258c06e1d09f06899f9593,True,True,True,False,False,False,True
pretrained-h10-task04-init01,stage7_action_horizon_ablation,pretrained,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1,1001,False,280,stage7_action_horizon_ablation/trajectories/horizon_10/task_04.npz,1,fb686b370317b89c8eb7741896ef78c788704106719c08c2a3b09c7529ad6071,stage7_action_horizon_ablation/videos/horizon_10/task_04/episode_01.mp4,5f1f76e0875a4cd7778d699ae9ba3e278e6cd9e9522af1879eaa2b8ae96e7a42,True,True,True,False,False,False,True
pretrained-h10-task04-init02,stage7_action_horizon_ablation,pretrained,10,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,2,1002,True,129,stage7_action_horizon_ablation/trajectories/horizon_10/task_04.npz,2,fb686b370317b89c8eb7741896ef78c788704106719c08c2a3b09c7529ad6071,stage7_action_horizon_ablation/videos/horizon_10/task_04/episode_02.mp4,01afe1d2d524f51086874946537500148e7ca638dd1938a3ed64908645c0fdc8,True,True,True,False,False,False,True
pretrained-h10-task05-init00,stage7_action_horizon_ablation,pretrained,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,1000,False,280,stage7_action_horizon_ablation/trajectories/horizon_10/task_05.npz,0,9ad33d575beffbb9c77258c9865af57eabc814a03f015a800c280f60e24d085a,stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_00.mp4,e704f2245f4264c72a961b1873125797fdfe2cae3332e4b6ac2044582c6b855a,True,True,True,False,False,False,True
pretrained-h10-task05-init01,stage7_action_horizon_ablation,pretrained,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1,1001,False,280,stage7_action_horizon_ablation/trajectories/horizon_10/task_05.npz,1,9ad33d575beffbb9c77258c9865af57eabc814a03f015a800c280f60e24d085a,stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_01.mp4,22bbdca83db6fd4b4800c1aece8260561f7212f0a6ec08ae0bd7bc10e1a7c420,True,True,True,False,False,False,True
pretrained-h10-task05-init02,stage7_action_horizon_ablation,pretrained,10,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,2,1002,False,280,stage7_action_horizon_ablation/trajectories/horizon_10/task_05.npz,2,9ad33d575beffbb9c77258c9865af57eabc814a03f015a800c280f60e24d085a,stage7_action_horizon_ablation/videos/horizon_10/task_05/episode_02.mp4,75e602b0d0cda7f84035e7b41133489152d5f5759726e02a016dfaced1f9a3c2,True,True,True,False,False,False,True
pretrained-h10-task07-init00,stage7_action_horizon_ablation,pretrained,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,1000,True,115,stage7_action_horizon_ablation/trajectories/horizon_10/task_07.npz,0,0497f11a51503d036ed6f16e04609e3cd82d5c99c60491964c5dcd7295f401d2,stage7_action_horizon_ablation/videos/horizon_10/task_07/episode_00.mp4,70042cb464003c58b45a5561f912dc4fd273f73389163e4352da934c9ca89f24,True,True,True,False,False,False,True
pretrained-h10-task07-init01,stage7_action_horizon_ablation,pretrained,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,1,1001,True,116,stage7_action_horizon_ablation/trajectories/horizon_10/task_07.npz,1,0497f11a51503d036ed6f16e04609e3cd82d5c99c60491964c5dcd7295f401d2,stage7_action_horizon_ablation/videos/horizon_10/task_07/episode_01.mp4,770404a5986262984667667bc712d56238a653949f1fb7824720bb8ff768c286,True,True,True,False,False,False,True
pretrained-h10-task07-init02,stage7_action_horizon_ablation,pretrained,10,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,2,1002,True,131,stage7_action_horizon_ablation/trajectories/horizon_10/task_07.npz,2,0497f11a51503d036ed6f16e04609e3cd82d5c99c60491964c5dcd7295f401d2,stage7_action_horizon_ablation/videos/horizon_10/task_07/episode_02.mp4,eef96e747c8a8ac523907cf849317af0c62c2ef24147da3fb7fe521f811bebfd,True,True,True,False,False,False,True
pretrained-h10-task08-init00,stage7_action_horizon_ablation,pretrained,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,1000,True,91,stage7_action_horizon_ablation/trajectories/horizon_10/task_08.npz,0,f8167ba99ebb69c00258ea19342be3d4b0ac642d42b9af3c936f206a860e5c7e,stage7_action_horizon_ablation/videos/horizon_10/task_08/episode_00.mp4,e56c4899c500dea736860184cd239c7421027def583daf414cbafe505636d3c8,True,True,True,False,False,False,True
pretrained-h10-task08-init01,stage7_action_horizon_ablation,pretrained,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1,1001,True,97,stage7_action_horizon_ablation/trajectories/horizon_10/task_08.npz,1,f8167ba99ebb69c00258ea19342be3d4b0ac642d42b9af3c936f206a860e5c7e,stage7_action_horizon_ablation/videos/horizon_10/task_08/episode_01.mp4,7687bc4949c0eb16b8172da57d53defa3fd8d456bbaee9e2ccf08d933ec7101f,True,True,True,False,False,False,True
pretrained-h10-task08-init02,stage7_action_horizon_ablation,pretrained,10,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,2,1002,False,280,stage7_action_horizon_ablation/trajectories/horizon_10/task_08.npz,2,f8167ba99ebb69c00258ea19342be3d4b0ac642d42b9af3c936f206a860e5c7e,stage7_action_horizon_ablation/videos/horizon_10/task_08/episode_02.mp4,3192c07cd97e150ba3198ad6a7c00ca976e69361642c34ecda91e77418088557,True,True,True,False,False,False,True
pretrained-h25-task04-init00,stage7_action_horizon_ablation,pretrained,25,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,1000,True,128,stage7_action_horizon_ablation/trajectories/horizon_25/task_04.npz,0,258d118027bfa3e5433ad0217f5b6fd17e65625e16057fa30631d1dcd3aba129,stage7_action_horizon_ablation/videos/horizon_25/task_04/episode_00.mp4,04452c9a684aae56a5e666a70ac86b6faf731c414e49ef5bf3cdd8599012ecd7,True,True,True,False,False,False,True
pretrained-h25-task04-init01,stage7_action_horizon_ablation,pretrained,25,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1,1001,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_04.npz,1,258d118027bfa3e5433ad0217f5b6fd17e65625e16057fa30631d1dcd3aba129,stage7_action_horizon_ablation/videos/horizon_25/task_04/episode_01.mp4,74e71f791d33236ef5be7b19483a2863a7119fb3dfa27515117aa0c0a5a0e9c9,True,True,True,False,False,False,True
pretrained-h25-task04-init02,stage7_action_horizon_ablation,pretrained,25,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,2,1002,True,132,stage7_action_horizon_ablation/trajectories/horizon_25/task_04.npz,2,258d118027bfa3e5433ad0217f5b6fd17e65625e16057fa30631d1dcd3aba129,stage7_action_horizon_ablation/videos/horizon_25/task_04/episode_02.mp4,9768d7bb96b8ff7ac14c6e99ee07611ef6abec05d87e2dff09d526f9738c4334,True,True,True,False,False,False,True
pretrained-h25-task05-init00,stage7_action_horizon_ablation,pretrained,25,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,1000,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_05.npz,0,fc7deaf5b27c0808bdfff2e07b21de4fdae329bd9242e112b18566ca2a12ee8e,stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_00.mp4,4ab3b9a3f9831a79843c020551703cb91b185c12cd92d262298d6d0ae111afed,True,True,True,False,False,False,True
pretrained-h25-task05-init01,stage7_action_horizon_ablation,pretrained,25,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1,1001,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_05.npz,1,fc7deaf5b27c0808bdfff2e07b21de4fdae329bd9242e112b18566ca2a12ee8e,stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_01.mp4,d459a4804b95d71da48b0c73e5510116fa86f2765fefcdb48ae401cb50f6f86d,True,True,True,False,False,False,True
pretrained-h25-task05-init02,stage7_action_horizon_ablation,pretrained,25,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,2,1002,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_05.npz,2,fc7deaf5b27c0808bdfff2e07b21de4fdae329bd9242e112b18566ca2a12ee8e,stage7_action_horizon_ablation/videos/horizon_25/task_05/episode_02.mp4,15a404190a34ee885e975c646586f32b9b83f98881138bbbd3d4778d4e526629,True,True,True,False,False,False,True
pretrained-h25-task07-init00,stage7_action_horizon_ablation,pretrained,25,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,1000,True,113,stage7_action_horizon_ablation/trajectories/horizon_25/task_07.npz,0,7f1160069a50f2993bc4d1eca8cd67685ffcc6da6ab20be7a9572726ad8a8220,stage7_action_horizon_ablation/videos/horizon_25/task_07/episode_00.mp4,484397c5120f46f15bcf576d7a1ad37367e8bb9f9c6d7014aa6c9ae189991566,True,True,True,False,False,False,True
pretrained-h25-task07-init01,stage7_action_horizon_ablation,pretrained,25,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,1,1001,True,123,stage7_action_horizon_ablation/trajectories/horizon_25/task_07.npz,1,7f1160069a50f2993bc4d1eca8cd67685ffcc6da6ab20be7a9572726ad8a8220,stage7_action_horizon_ablation/videos/horizon_25/task_07/episode_01.mp4,df511355ec4cdb2c9b9959d72ec4dff9a63c799648a96b66ee6c54b8624a977a,True,True,True,False,False,False,True
pretrained-h25-task07-init02,stage7_action_horizon_ablation,pretrained,25,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,2,1002,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_07.npz,2,7f1160069a50f2993bc4d1eca8cd67685ffcc6da6ab20be7a9572726ad8a8220,stage7_action_horizon_ablation/videos/horizon_25/task_07/episode_02.mp4,5a9a2bcffb97d47bd59f2ea0c9ad457eac876994b7589c9f14901cae0924fd01,True,True,True,False,False,False,True
pretrained-h25-task08-init00,stage7_action_horizon_ablation,pretrained,25,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,1000,True,91,stage7_action_horizon_ablation/trajectories/horizon_25/task_08.npz,0,c305555650562a49d5f3a12f8d06de74c22fff21bf3ac388a54f9d838514ab9f,stage7_action_horizon_ablation/videos/horizon_25/task_08/episode_00.mp4,92c8bb20278daad621927a3e8d6957d76a2a303ca77b147458657f65672c259d,True,True,True,False,False,False,True
pretrained-h25-task08-init01,stage7_action_horizon_ablation,pretrained,25,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1,1001,True,91,stage7_action_horizon_ablation/trajectories/horizon_25/task_08.npz,1,c305555650562a49d5f3a12f8d06de74c22fff21bf3ac388a54f9d838514ab9f,stage7_action_horizon_ablation/videos/horizon_25/task_08/episode_01.mp4,d329d07647cc996e7d509b2ae4f0babb1a50af2fde171b33d76ac17ba52bf339,True,True,True,False,False,False,True
pretrained-h25-task08-init02,stage7_action_horizon_ablation,pretrained,25,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,2,1002,False,280,stage7_action_horizon_ablation/trajectories/horizon_25/task_08.npz,2,c305555650562a49d5f3a12f8d06de74c22fff21bf3ac388a54f9d838514ab9f,stage7_action_horizon_ablation/videos/horizon_25/task_08/episode_02.mp4,dd13083650d2f3e244f2c2a677f725d49fabb3751b39104af744cb8433cd25cd,True,True,True,False,False,False,True
pretrained-h50-task00-init00,stage6_full_spatial_benchmark,pretrained,50,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1000,True,81,stage6_full_spatial_benchmark/trajectories/task_00.npz,0,8e96a3ed9f6c06f05d4b853d9407e91046e0bd28b5e76af8726acfe62fa13172,stage6_full_spatial_benchmark/videos/task_00/episode_00.mp4,ce75d27e92a8e14acead637d7659afa8f8a16725a586ecda0957db19cae646a7,True,True,True,False,False,False,True
pretrained-h50-task00-init01,stage6_full_spatial_benchmark,pretrained,50,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1,1001,True,79,stage6_full_spatial_benchmark/trajectories/task_00.npz,1,8e96a3ed9f6c06f05d4b853d9407e91046e0bd28b5e76af8726acfe62fa13172,stage6_full_spatial_benchmark/videos/task_00/episode_01.mp4,d0c0363dc4dfc5dd0eeab492d52af5bc65656e2d1a58b93c5f2719618417b99c,True,True,True,False,False,False,True
pretrained-h50-task00-init02,stage6_full_spatial_benchmark,pretrained,50,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2,2,1002,False,280,stage6_full_spatial_benchmark/trajectories/task_00.npz,2,8e96a3ed9f6c06f05d4b853d9407e91046e0bd28b5e76af8726acfe62fa13172,stage6_full_spatial_benchmark/videos/task_00/episode_02.mp4,4b7354488d7f8282db14ed295d8bcf8aca21f800fc18656e8e29df127ae1c7a9,True,True,True,False,False,False,True
pretrained-h50-task01-init00,stage6_full_spatial_benchmark,pretrained,50,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,1000,True,107,stage6_full_spatial_benchmark/trajectories/task_01.npz,0,2ba68ebbb9983eedf6ea12018f11c891f7fb2dbd962b6d1897c6138d81914d09,stage6_full_spatial_benchmark/videos/task_01/episode_00.mp4,a8e9b58de8137eac5fe9ff774ae5a60ee30f774ad36262d995524a4f43de5472,True,True,True,False,False,False,True
pretrained-h50-task01-init01,stage6_full_spatial_benchmark,pretrained,50,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,1,1001,True,107,stage6_full_spatial_benchmark/trajectories/task_01.npz,1,2ba68ebbb9983eedf6ea12018f11c891f7fb2dbd962b6d1897c6138d81914d09,stage6_full_spatial_benchmark/videos/task_01/episode_01.mp4,f6390ee764c2bd8bf00088f698413c02dabbdfbcee87fc146063cfcc9a293093,True,True,True,False,False,False,True
pretrained-h50-task01-init02,stage6_full_spatial_benchmark,pretrained,50,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,2,2,1002,True,109,stage6_full_spatial_benchmark/trajectories/task_01.npz,2,2ba68ebbb9983eedf6ea12018f11c891f7fb2dbd962b6d1897c6138d81914d09,stage6_full_spatial_benchmark/videos/task_01/episode_02.mp4,d71507163b4b1e7039160c8d8d95724d473d812b2321b31076ad31944addda24,True,True,True,False,False,False,True
pretrained-h50-task02-init00,stage6_full_spatial_benchmark,pretrained,50,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,1000,True,100,stage6_full_spatial_benchmark/trajectories/task_02.npz,0,3a45c9c2008b006508d53859141cc3c59ab8314c177954ec09be01ba7c0bdac8,stage6_full_spatial_benchmark/videos/task_02/episode_00.mp4,e3548f77351aa81bbea5add8c6cc5ac35d196338fe8c2051faefff33f990ca3d,True,True,True,False,False,False,True
