episode_index,split,benchmark_task_id,dataset_task_index,task_prompt,length,data_file,camera1_video_file,camera1_from_seconds,camera1_to_seconds,camera2_video_file,camera2_from_seconds,camera2_to_seconds,valid_windows_h10,valid_windows_h25,valid_windows_h50
1282,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,84,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,41.599999999999994,49.99999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,41.599999999999994,49.99999999999999,74,59,34
1283,train,2,38,pick up the black bowl from table center and place it on the plate,135,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,49.99999999999999,63.49999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,49.99999999999999,63.49999999999999,125,110,85
1284,test,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,149,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,63.49999999999999,78.39999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,63.49999999999999,78.39999999999999,139,124,99
1285,train,8,36,pick up the black bowl next to the plate and place it on the plate,125,data/chunk-000/file-311.parquet,videos/observation.images.image/chunk-000/file-028.mp4,78.39999999999999,90.89999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,78.39999999999999,90.89999999999999,115,100,75
1286,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,132,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,90.89999999999999,104.1,videos/observation.images.image2/chunk-000/file-028.mp4,90.89999999999999,104.1,122,107,82
1287,train,2,38,pick up the black bowl from table center and place it on the plate,100,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,104.1,114.1,videos/observation.images.image2/chunk-000/file-028.mp4,104.1,114.1,90,75,50
1288,test,5,32,pick up the black bowl on the ramekin and place it on the plate,86,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,114.1,122.69999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,114.1,122.69999999999999,76,61,36
1289,train,2,38,pick up the black bowl from table center and place it on the plate,120,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,122.69999999999999,134.7,videos/observation.images.image2/chunk-000/file-028.mp4,122.69999999999999,134.7,110,95,70
1290,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,164,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,134.7,151.1,videos/observation.images.image2/chunk-000/file-028.mp4,134.7,151.1,154,139,114
1291,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,125,data/chunk-000/file-312.parquet,videos/observation.images.image/chunk-000/file-028.mp4,151.1,163.6,videos/observation.images.image2/chunk-000/file-028.mp4,151.1,163.6,115,100,75
1292,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,157,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,163.6,179.29999999999998,videos/observation.images.image2/chunk-000/file-028.mp4,163.6,179.29999999999998,147,132,107
1293,train,8,36,pick up the black bowl next to the plate and place it on the plate,121,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,179.29999999999998,191.39999999999998,videos/observation.images.image2/chunk-000/file-028.mp4,179.29999999999998,191.39999999999998,111,96,71
1294,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,120,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,191.39999999999998,203.39999999999998,videos/observation.images.image2/chunk-000/file-028.mp4,191.39999999999998,203.39999999999998,110,95,70
1295,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,137,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,203.39999999999998,217.09999999999997,videos/observation.images.image2/chunk-000/file-028.mp4,203.39999999999998,217.09999999999997,127,112,87
1296,test,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,135,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,217.09999999999997,230.59999999999997,videos/observation.images.image2/chunk-000/file-028.mp4,217.09999999999997,230.59999999999997,125,110,85
1297,test,1,37,pick up the black bowl next to the ramekin and place it on the plate,116,data/chunk-000/file-313.parquet,videos/observation.images.image/chunk-000/file-028.mp4,230.59999999999997,242.19999999999996,videos/observation.images.image2/chunk-000/file-028.mp4,230.59999999999997,242.19999999999996,106,91,66
1298,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,131,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,242.19999999999996,255.29999999999995,videos/observation.images.image2/chunk-000/file-028.mp4,242.19999999999996,255.29999999999995,121,106,81
1299,train,2,38,pick up the black bowl from table center and place it on the plate,121,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,255.29999999999995,267.4,videos/observation.images.image2/chunk-000/file-028.mp4,255.29999999999995,267.4,111,96,71
1300,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,102,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,267.4,277.59999999999997,videos/observation.images.image2/chunk-000/file-028.mp4,267.4,277.59999999999997,92,77,52
1301,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,141,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,277.59999999999997,291.7,videos/observation.images.image2/chunk-000/file-028.mp4,277.59999999999997,291.7,131,116,91
1302,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,156,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,291.7,307.3,videos/observation.images.image2/chunk-000/file-028.mp4,291.7,307.3,146,131,106
1303,test,3,35,pick up the black bowl on the cookie box and place it on the plate,119,data/chunk-000/file-314.parquet,videos/observation.images.image/chunk-000/file-028.mp4,307.3,319.2,videos/observation.images.image2/chunk-000/file-028.mp4,307.3,319.2,109,94,69
1304,validation,6,30,pick up the black bowl next to the cookie box and place it on the plate,113,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,319.2,330.5,videos/observation.images.image2/chunk-000/file-028.mp4,319.2,330.5,103,88,63
1305,validation,1,37,pick up the black bowl next to the ramekin and place it on the plate,143,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,330.5,344.8,videos/observation.images.image2/chunk-000/file-028.mp4,330.5,344.8,133,118,93
1306,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,132,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,344.8,358.0,videos/observation.images.image2/chunk-000/file-028.mp4,344.8,358.0,122,107,82
1307,validation,8,36,pick up the black bowl next to the plate and place it on the plate,138,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,358.0,371.8,videos/observation.images.image2/chunk-000/file-028.mp4,358.0,371.8,128,113,88
1308,train,7,33,pick up the black bowl on the stove and place it on the plate,142,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,371.8,386.0,videos/observation.images.image2/chunk-000/file-028.mp4,371.8,386.0,132,117,92
1309,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,115,data/chunk-000/file-315.parquet,videos/observation.images.image/chunk-000/file-028.mp4,386.0,397.5,videos/observation.images.image2/chunk-000/file-028.mp4,386.0,397.5,105,90,65
1310,train,2,38,pick up the black bowl from table center and place it on the plate,111,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,397.5,408.6,videos/observation.images.image2/chunk-000/file-028.mp4,397.5,408.6,101,86,61
1311,test,7,33,pick up the black bowl on the stove and place it on the plate,140,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,408.6,422.6,videos/observation.images.image2/chunk-000/file-028.mp4,408.6,422.6,130,115,90
1312,test,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,145,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,422.6,437.1,videos/observation.images.image2/chunk-000/file-028.mp4,422.6,437.1,135,120,95
1313,train,5,32,pick up the black bowl on the ramekin and place it on the plate,113,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,437.1,448.40000000000003,videos/observation.images.image2/chunk-000/file-028.mp4,437.1,448.40000000000003,103,88,63
1314,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,117,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,448.40000000000003,460.1,videos/observation.images.image2/chunk-000/file-028.mp4,448.40000000000003,460.1,107,92,67
1315,train,2,38,pick up the black bowl from table center and place it on the plate,106,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,460.1,470.70000000000005,videos/observation.images.image2/chunk-000/file-028.mp4,460.1,470.70000000000005,96,81,56
1316,train,2,38,pick up the black bowl from table center and place it on the plate,103,data/chunk-000/file-316.parquet,videos/observation.images.image/chunk-000/file-028.mp4,470.70000000000005,481.00000000000006,videos/observation.images.image2/chunk-000/file-028.mp4,470.70000000000005,481.00000000000006,93,78,53
1317,train,2,38,pick up the black bowl from table center and place it on the plate,114,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,481.00000000000006,492.40000000000003,videos/observation.images.image2/chunk-000/file-028.mp4,481.00000000000006,492.40000000000003,104,89,64
1318,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,135,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,492.40000000000003,505.90000000000003,videos/observation.images.image2/chunk-000/file-028.mp4,492.40000000000003,505.90000000000003,125,110,85
1319,train,3,35,pick up the black bowl on the cookie box and place it on the plate,102,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,505.90000000000003,516.1,videos/observation.images.image2/chunk-000/file-028.mp4,505.90000000000003,516.1,92,77,52
1320,train,2,38,pick up the black bowl from table center and place it on the plate,123,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,516.1,528.4,videos/observation.images.image2/chunk-000/file-028.mp4,516.1,528.4,113,98,73
1321,train,3,35,pick up the black bowl on the cookie box and place it on the plate,111,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,528.4,539.5,videos/observation.images.image2/chunk-000/file-028.mp4,528.4,539.5,101,86,61
1322,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,120,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,539.5,551.5,videos/observation.images.image2/chunk-000/file-028.mp4,539.5,551.5,110,95,70
1323,test,1,37,pick up the black bowl next to the ramekin and place it on the plate,125,data/chunk-000/file-317.parquet,videos/observation.images.image/chunk-000/file-028.mp4,551.5,564.0,videos/observation.images.image2/chunk-000/file-028.mp4,551.5,564.0,115,100,75
1324,train,3,35,pick up the black bowl on the cookie box and place it on the plate,99,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,564.0,573.9,videos/observation.images.image2/chunk-000/file-028.mp4,564.0,573.9,89,74,49
1325,train,7,33,pick up the black bowl on the stove and place it on the plate,135,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,573.9,587.4,videos/observation.images.image2/chunk-000/file-028.mp4,573.9,587.4,125,110,85
1326,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,144,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,587.4,601.8,videos/observation.images.image2/chunk-000/file-028.mp4,587.4,601.8,134,119,94
1327,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,124,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-028.mp4,601.8,614.1999999999999,videos/observation.images.image2/chunk-000/file-028.mp4,601.8,614.1999999999999,114,99,74
1328,train,3,35,pick up the black bowl on the cookie box and place it on the plate,111,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-029.mp4,0.0,11.1,videos/observation.images.image2/chunk-000/file-029.mp4,0.0,11.1,101,86,61
1329,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,124,data/chunk-000/file-318.parquet,videos/observation.images.image/chunk-000/file-029.mp4,11.1,23.5,videos/observation.images.image2/chunk-000/file-029.mp4,11.1,23.5,114,99,74
1330,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,168,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,23.5,40.3,videos/observation.images.image2/chunk-000/file-029.mp4,23.5,40.3,158,143,118
1331,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,137,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,40.3,54.0,videos/observation.images.image2/chunk-000/file-029.mp4,40.3,54.0,127,112,87
1332,train,8,36,pick up the black bowl next to the plate and place it on the plate,125,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,54.0,66.5,videos/observation.images.image2/chunk-000/file-029.mp4,54.0,66.5,115,100,75
1333,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,141,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,66.5,80.6,videos/observation.images.image2/chunk-000/file-029.mp4,66.5,80.6,131,116,91
1334,test,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,147,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,80.6,95.3,videos/observation.images.image2/chunk-000/file-029.mp4,80.6,95.3,137,122,97
1335,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,117,data/chunk-000/file-319.parquet,videos/observation.images.image/chunk-000/file-029.mp4,95.3,107.0,videos/observation.images.image2/chunk-000/file-029.mp4,95.3,107.0,107,92,67
1336,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,135,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,107.0,120.5,videos/observation.images.image2/chunk-000/file-029.mp4,107.0,120.5,125,110,85
1337,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,133,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,120.5,133.8,videos/observation.images.image2/chunk-000/file-029.mp4,120.5,133.8,123,108,83
1338,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,125,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,133.8,146.3,videos/observation.images.image2/chunk-000/file-029.mp4,133.8,146.3,115,100,75
1339,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,165,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,146.3,162.8,videos/observation.images.image2/chunk-000/file-029.mp4,146.3,162.8,155,140,115
1340,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,122,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,162.8,175.0,videos/observation.images.image2/chunk-000/file-029.mp4,162.8,175.0,112,97,72
1341,train,5,32,pick up the black bowl on the ramekin and place it on the plate,154,data/chunk-000/file-320.parquet,videos/observation.images.image/chunk-000/file-029.mp4,175.0,190.4,videos/observation.images.image2/chunk-000/file-029.mp4,175.0,190.4,144,129,104
1342,train,8,36,pick up the black bowl next to the plate and place it on the plate,126,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,190.4,203.0,videos/observation.images.image2/chunk-000/file-029.mp4,190.4,203.0,116,101,76
1343,train,5,32,pick up the black bowl on the ramekin and place it on the plate,108,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,203.0,213.8,videos/observation.images.image2/chunk-000/file-029.mp4,203.0,213.8,98,83,58
1344,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,112,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,213.8,225.0,videos/observation.images.image2/chunk-000/file-029.mp4,213.8,225.0,102,87,62
1345,train,2,38,pick up the black bowl from table center and place it on the plate,109,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,225.0,235.9,videos/observation.images.image2/chunk-000/file-029.mp4,225.0,235.9,99,84,59
1346,train,8,36,pick up the black bowl next to the plate and place it on the plate,123,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,235.9,248.20000000000002,videos/observation.images.image2/chunk-000/file-029.mp4,235.9,248.20000000000002,113,98,73
1347,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,92,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,248.20000000000002,257.40000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,248.20000000000002,257.40000000000003,82,67,42
1348,train,8,36,pick up the black bowl next to the plate and place it on the plate,114,data/chunk-000/file-321.parquet,videos/observation.images.image/chunk-000/file-029.mp4,257.40000000000003,268.8,videos/observation.images.image2/chunk-000/file-029.mp4,257.40000000000003,268.8,104,89,64
1349,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,153,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,268.8,284.1,videos/observation.images.image2/chunk-000/file-029.mp4,268.8,284.1,143,128,103
1350,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,127,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,284.1,296.8,videos/observation.images.image2/chunk-000/file-029.mp4,284.1,296.8,117,102,77
1351,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,125,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,296.8,309.3,videos/observation.images.image2/chunk-000/file-029.mp4,296.8,309.3,115,100,75
1352,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,96,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,309.3,318.90000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,309.3,318.90000000000003,86,71,46
1353,train,2,38,pick up the black bowl from table center and place it on the plate,107,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,318.90000000000003,329.6,videos/observation.images.image2/chunk-000/file-029.mp4,318.90000000000003,329.6,97,82,57
1354,train,2,38,pick up the black bowl from table center and place it on the plate,138,data/chunk-000/file-322.parquet,videos/observation.images.image/chunk-000/file-029.mp4,329.6,343.40000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,329.6,343.40000000000003,128,113,88
1355,test,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,138,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,343.40000000000003,357.20000000000005,videos/observation.images.image2/chunk-000/file-029.mp4,343.40000000000003,357.20000000000005,128,113,88
1356,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,137,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,357.20000000000005,370.90000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,357.20000000000005,370.90000000000003,127,112,87
1357,train,3,35,pick up the black bowl on the cookie box and place it on the plate,95,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,370.90000000000003,380.40000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,370.90000000000003,380.40000000000003,85,70,45
1358,train,2,38,pick up the black bowl from table center and place it on the plate,105,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,380.40000000000003,390.90000000000003,videos/observation.images.image2/chunk-000/file-029.mp4,380.40000000000003,390.90000000000003,95,80,55
1359,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,137,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,390.90000000000003,404.6,videos/observation.images.image2/chunk-000/file-029.mp4,390.90000000000003,404.6,127,112,87
1360,test,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,134,data/chunk-000/file-323.parquet,videos/observation.images.image/chunk-000/file-029.mp4,404.6,418.0,videos/observation.images.image2/chunk-000/file-029.mp4,404.6,418.0,124,109,84
1361,test,1,37,pick up the black bowl next to the ramekin and place it on the plate,133,data/chunk-000/file-324.parquet,videos/observation.images.image/chunk-000/file-029.mp4,418.0,431.3,videos/observation.images.image2/chunk-000/file-029.mp4,418.0,431.3,123,108,83
1362,train,7,33,pick up the black bowl on the stove and place it on the plate,144,data/chunk-000/file-324.parquet,videos/observation.images.image/chunk-000/file-029.mp4,431.3,445.7,videos/observation.images.image2/chunk-000/file-029.mp4,431.3,445.7,134,119,94
1363,test,8,36,pick up the black bowl next to the plate and place it on the plate,164,data/chunk-000/file-324.parquet,videos/observation.images.image/chunk-000/file-029.mp4,445.7,462.09999999999997,videos/observation.images.image2/chunk-000/file-029.mp4,445.7,462.09999999999997,154,139,114
1364,train,7,33,pick up the black bowl on the stove and place it on the plate,167,data/chunk-000/file-324.parquet,videos/observation.images.image/chunk-000/file-029.mp4,462.09999999999997,478.79999999999995,videos/observation.images.image2/chunk-000/file-029.mp4,462.09999999999997,478.79999999999995,157,142,117
1365,validation,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,147,data/chunk-000/file-324.parquet,videos/observation.images.image/chunk-000/file-029.mp4,478.79999999999995,493.49999999999994,videos/observation.images.image2/chunk-000/file-029.mp4,478.79999999999995,493.49999999999994,137,122,97
1366,validation,3,35,pick up the black bowl on the cookie box and place it on the plate,94,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,493.49999999999994,502.8999999999999,videos/observation.images.image2/chunk-000/file-029.mp4,493.49999999999994,502.8999999999999,84,69,44
1367,train,3,35,pick up the black bowl on the cookie box and place it on the plate,89,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,502.8999999999999,511.7999999999999,videos/observation.images.image2/chunk-000/file-029.mp4,502.8999999999999,511.7999999999999,79,64,39
1368,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,88,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,511.7999999999999,520.5999999999999,videos/observation.images.image2/chunk-000/file-029.mp4,511.7999999999999,520.5999999999999,78,63,38
